,id,transcribation text,text
828,828,أليس شغلي لي أغاني حفلة جاستين بيبر Justin Bieber اللي بجدة. ,أليس شغلي لي اغاني حفله جستن بيبر اللي بجده
829,829,أبغى أسمع قصة سنوايت والأقزام السبعة. ,ابغي اسمع قصه سنو وايت والأقزام السبعه
830,830,أليس سمعيني أغاني تحمس. ,أليس سمعيني اغاني تحمس
831,831,أليس تكفين ودي أسمع أغنية لاتستغرب لأنغام. ,أليسا تكفين ودي اسمع اغنيه لا تستغرب لانغام
832,832,شغلي لي أداب التلاوة. ,شغلي لي اداب التلاوه
833,833,أليس أطربيني بصوت روان بنت حسين طلع صوتها حلو وتعرف تغني,أليس اطربيني بصوت روان بنت حسين طلع صوتها حلو وتعرف تغني
834,834,أليس تكفين أبيك تحطين لي أغنية بنت أكابر لأصالة. ,أليسا تكفين ابيك تحطي لي اغنيه بنت اكابر لأصاله
835,835,أليسا صباح الخير حطي لي أغنية لطيفة رايقة. ,أليسا صباح الخير حطي لي اغنيه لطيفه رايقه
836,836,أليس سمعيني أغنية بدي شوفك كل يوم مصطفى زايد. ,أليسا سمعيني اغنيه بدي شوفك كل يوم مصطفي زايد
837,837,أليسا سمعيني الأغنية اللي بتقول ناسيني ليه لتامر حسني. ,أليسا سمعيني الاغنيه اللي بتقول ناسيني ليه لتامر حسني
838,838,أليسا شغلي أغنية  واي دو نت تاك اني مور why dont  take any more,أليسا شغلي اغنيه وي دونت تاك اني مور
839,839,أليس شغلي. ,أليس شغلي
840,840,أليسا أبي أسمعع أغنية طرب أصيل,أليس ابي اسمع اغنيه طرب اصيل
841,841,أليس شغلي موسيقى حقت جاز. ,أليسا شغلي موسيقي حقت جاز
842,842,قصص قبل النوم. ,قصص قبل النوم
843,843,أليسا شغلي لي أغنية لطيفة التونسية خليها على الله.  ,أليسا شغلي لي اغنيه لطيفه التونسيه خليها عالله
844,844,أليس ياعمه شغلي خلص حنانك. ,أليسا يا عمه شغلي خلص حنانك
845,845,أليس تشتغتل الأغنية تخسر,أليس تشتغل الاغنيه تخسر
846,846,أليسا اليوم أحس ذبحني الشوق بس مدري لمين على العموم شغلي لي أغنية أشوفك. ,أليسا اليوم احس ذبحني الشوق بس مدري لمين علي العموم شغلي لي اغنيه اشوفك وين يامسافر
847,847,أليس شغلي ياعصفورة بيضاء لابقى تسألي. ,أليسا شغلي يا عصفوره بيضا لا بقي تسألي
848,848,أليس ,أليس
849,849,أليس تكفين أغنية شعور الفقد لشمة حمدان. ,أليسا تكفين اغنيه شعور الفقد لشمه حمدان
850,850,بسوي يوقا شغلي لي موسيقى تصلح لليوقا. ,بسوي يوغا شغلي لي موسيقي تصلح لليوغا
851,851,أليسا شغلي حاجة مستخبية حقت حمائي ممسكة عليها مرة,أليسا شغلي حاجه مستخبيه حقت حماقي ممسكه عليها مره
852,852,سمعيني قصة علي بابا والأربعين حرامي,سمعيني قصه علي بابا والأربعين حرامي
853,853,أليس شغلي ياست الحبايب يامو بهديها لماما,أليسا شغلي يا ست الحناين يا مو بهديها لماما
854,854,ممكن تشغلي وضع الطفل,وقفي تشغيل وضع الطفل
855,855,أليس أطربيني على أغاني محمد عبده,أليس اطربيني علي اغاني محمد عبده
856,856,سمعيني أغنية حزينة لماجد المهندس,سمعيني اغنيه حزينه لماجد المهندس
857,857,شغلي أغنية كتاب حياتي ياعين,أليس شغلي اغنيه كتاب حياتي ياعين
858,858,أليسا سمعيني الأغنية المعروفة لنجوى كرم مافي نوم بعد اليوم,أليسا سمعيني الاغنيه المعروفه لنجوي كرم ما في نوم بعد اليوم
859,859,"أليس سمعيني أغنية لويد بانكس Lloyd Banks,",أليسا سمعيني اغنيه بنك فلويد
860,860,أليسا من أي مدينة انتي؟,أليسا من أي مدينه انت
861,861,أليسا شغليلي أغنية تحسسني بالويكند,أليسا شغلي لي اغنيه تحسسني بالويكيند
862,862,الصراحة؟؟,السلاحف والارانب
863,863,أليس لو سمحتي ممكن تشغليلي أناشيد إسلامية,أليسا لو سمحت ممكن تشغلي لي اناشيد اسلاميه
864,864,أليسا شوفيلي قصة عن السفر وشغليها,أليسا شوفي لي قصه عن السفر وشغلها
865,865,نهاية اليوم يبيلها صوت عبدالله المانع,نهايه اليوم يبي لها صوت عبدالله المانع
866,866,أليس ودي أغاني لكاظم الساهر,أليسا ودي أغاني لكاظم الساهر
867,867,أليس أعطيني إعجاب للأغنية,أليس اعطي اعجاب للاغنيه
868,868,إحنا فين؟,احنا فين
869,869,أليسا سمعيني الأغنية اللي بتقول ناسيني ليه لتامر حسني,أليسا سمعيني الاغنيه اللي بتقول ناسيني ليه لتامر حسني
870,870,أليس تقدري تسمعيني أغنية الدنيا حلوة لنانسي عجرم,أليس تقدري تسمعني اغنيه الدنيا حلوه لنانسي عجرم
871,871,أليسا ياهو أطربيني بأغاني عبادي الجوهر,أليسا ياهو اطربيني بأغاني عبادي الجوهر
872,872,أليسا سمعيني أغنية من نيو سكول new school هيب هوب,أليس سمعيني اغنيه من النيو سكول هيب هوب
873,873,أليسا الحلوه صحيني الساعة سبعة عشان أروح البنك ,أليسا الحلوه صحيني الساعه سبعه عشان اروح للبنك
874,874,أليسا من ألبومي المفضل واحد ,أليسا الالبوم المفظل واحد
875,875,ذكريني الساعة تسعة بالليل أدق على المندوب,ذكريني الساعه تسعه في الليل ادق علي المندوب
876,876,نادي السد القطر.,نادي السد القطر
877,877,أليس راح نأخذك معنا ,أليسا راح ناخذك معنا
878,878,أليس حطي نغمة المنبة الأساسية,أليس حطي نغمه المنبه الاساسيه
879,879,أليسا عندي قصه حلوة خرافية,أليسا عندك قصه حلوه وخرافيه
880,880,أليسا شغلي بيض وكحل ,أليسا شغلي بيض و كحل
881,881,أليسا ممكن تشغليلي أغنية فرقة قيتارا ياغالي,أليسا ممكن تشغلي لي اغنيه فريق جيتارا ياغالي
882,882,أليس إطربينا على أغاني شامية ,أليسا اطربيني علي اغاني شاميه
883,883,أليس وقفي المنبة,أليس وقفي المنبه
884,884,شغلي أغاني المطرب عبدالحافظ,شغلي اغاني المطرب عبد الحافظ
885,885,أليس شغلي أغاني يا ناسي عيني ,أليس شغلي اغنيه يا ناسي عيني
886,886,أليس وش اسمي؟,أليس وش اسمي
887,887,شغليلي موسيقى كلاسيك,شغلي لي موسيقي كلاسيك
888,888,شغليلي أغنية محمد رمضان نمبر ون ,شغلي لي اغنيه محمد رمضان نمبر ون
889,889,أليسا بالله شغلي أغاني شادية,أليسا بالله شغلي أغاني شاديه
890,890,أليسا أبي موسيقى كلاسيك,أليسا ابي موسقي كلاسيكيه
891,891,أليس شغلي أغنية لو بص بعيني,أليس شغلي اغنيه لو بص بعيني
892,892,سمعيني أغاني اليسا ,سمعيني اغاني أليسا
893,893,المود يحتاج يسمع شيلات,المود يحتاج يسمع شيلات
894,894,أليس كيف كانت درجة الحرارة اليوم؟,أليس كيف كانت درجه الحراره اليوم
895,895,أليس سمعيني ميوزك لنايتشز,أليس سمعيني ميوزك لنايتويش
896,896,أليس سمعيني أغنية غافي,أليس سمعيني اغنيه غافي
897,897,أليسا أبغى أسمع شيلة طرب ,أليسا ابغي اسمع شيله طرب
898,898,أليسا قوميني الساعة عشرة الصباح وراي دوام ,أليسا قوميني الساعه الصباح عالعشر وراي دوام
899,899,أليسا رقصيني على أغنية بتناديني ليه ,أليسا رقصيني علي اغنيه بتناديني ليه
900,900,أليس ودي أسمع أغنية رسالة لأحمد سعد يقولون حلوة,أليس ودي اسمع اغنيه رساله لاحمد سعد يقولون حلوه
901,901,أليس شغلي لي أغنية فيها مقطع ماتغبش في يوم عن عيني ,أليس شغلي اغنيه بها مقطع متغبش في يوم عن عيني
902,902,شغلي لي أغاني جوزيف,شغلي لي اغاني جوزيف
903,903,أليسا أغنية,أليسا اغنيه
904,904,أطربيني بفيروز,اطربيني بفيروز
905,905,أليس أبي أغنية كلاسيكية بس أبي أرقص,أليس ابي اغنيه كلاسيكيه بس ابي ارقص
906,906,أليس شغلي لي أغنية اريانا قراندي  Ariana Grande,أليسا شغلي اغنيه اريانا كراندي
907,907,أليس شغلي لي أغنية أليسا بيننا نعشق,أليسا شغلي لي اغنيه أليسا بينا نعشق
908,908,أطربيني بأغنية أم كلثوم فأكروني,اطربيني باغنيه ام كلثوم فكروني
909,909,أليس ودي أسمع لـ بتهوفين Beethoven وأنا أرتب غرفتي,أليس ودي اسمع لبيتهوفن وانا ارتب غرفتي
910,910,أليسا علي بابا,أليس علي بابا
911,911,أليسا صباح الخير حطي لي أغنية لطيفة رايقة,أليسا صباح الخير حطي لي اغنيه لطيفه رايقه
912,912,“No Speech/Unclear”,أليس نبهيني عالساعه وحده علاج الوالد
913,913,“No Speech/Unclear”,أليس أغاني رومنسيه للمغني جون
914,914,أليس أختاري لي وحدة  من أغاني منى أمارشا اللي عندي ,أليس اختاري لي وحده من أغاني مني امارشا اللي عندي
915,915,أليسا أفتحي لي موقع الكورة ,أليسا افتحي لي موقع الكوره
916,916,أليسا لو سمحتي شغلي الأغنية المفضلة عندي,أليسا لو سمحتي شغلي الاغنيه المفضله عندي
917,917,مين قاعد يتكلم؟,من قاعد تكلم
918,918,أليسا بالله أقري قصة بياض الثلج والأقزام,أليسا بالله إقرئي قصه بياض الثلج والأقزام
919,919,أليس أبيك تشغلي لي أغنية ستة الصبح للجسمي مودي اليوم مصري,أليسا ابي تشغلي لي اغنيه ست الصبح للجسمي مودي اليوم مصري
920,920,ماسكه معي اليوم أغاني دبكة شغلي لي أغنية درّج يا غزالي,ماسكه معي اليوم أغاني دبكه شغلي لي اغنيه درج ياغزالي
921,921,أليس أبي اسمع أغاني خليجية. ,أليس ابي اسمع اغاني لويزر
922,922,شغلي لي أغاني هندية,شغلي لي اغاني هنديه
923,923,شغلي لي مذهلة بما أنها جتني إهداء,شغلي لي مذهله بما انه جتني اهداء
924,924,أليس أنا اليتيم نشيدة رهيبة سمعيني إياها ,أليس انا اليتيم نشيده رهيبه سمعيني إياها
925,925,العيساوية ,العيساويه
926,926,شغلي لي أغنية شيري حبه جنة,شغلي لي اغنيه شيرين حبه جنه
927,927,أليس ودي أسمع أغنية لطيفة التونسية للشمس,أليس ودي اسمع اغنيه لطيفه التونسيه للشمس
928,928,أليسا ذكريني الساعة ثمانية ونص أطلع الملابس من الغسالة,أليس ذكريني الساعه ثمنيه ونص اطلع الملابس من الغساله
929,929,أليسا شغلي صباح الصباح,أليسا شغلي صباح الصباح
930,930,أليسا تكفين شغلي موسيقتي المفضلة,أليسا تكفين شغلي موسيقتي المفظله
931,931,أغاني أم كلثوم,أغاني ام كلثوم
932,932,أليس شغلي لي أغنية غدارة يا دنيا,أليسا شغلي لي اغنيه غداره يا دنيا
933,933,أليس أبي أغاني طرب,أليس ابي اغاني طرب
934,934,أليسا نبي نرقص عطيني أغنية البيس حقها عالي. ,أليسا نبي نرقص حطي لي اغنيه البيس حقها عالي
935,935,أليس شغلي الموسيقى حقتي ,أليس شغلي الموسيقي حقتي
936,936,أليس حبيبتي عطيني أفضل الأغاني من ألف وتسع مية إلى ألفين,أليسا حبيبتي عطيني افضل الاغاني من الف وتسعميه الي الفين
937,937,“No Speech/Unclear”,أليسا انت مين
938,938,أليسا من أي مدينة أنتي؟,أليسا من أي مدينه انت
939,939,أليسا أطربيني بأشهر أغاني ألف وخمس مية وستين,أليسا اطربيني باشهر أغاني الف وخمس ميه وستين
940,940,أليسا تكفين أغنية نوال الزغبي يا ما قالوا,أليسا تكفين اغنيه نوال الزغبي يا ما قالوا
941,941,أليسا تكفين أغنية نوال الزغبي يا ما قالوا,أليسا تكفين اغنيه نوال الزغبي يا ما قالوا
942,942,أليسا أطربيني بأحسن الأغاني ألفين وستة,أليسا اطربيني باحسن اغاني الفين وسته
943,943,أليس قلبي موجوع وشغلي لي يا ندمانة,أليس قلب المواجع وشغلي لي اغنيه ياندمانه
944,944,أليسا أجل تعلم,أليسا أجل تعلم
945,945,أليسا ابي أسمع أغنيتي اللي أحبها,أليسا ابي اسمع اغنيتي اللي احبها
946,946,شغلي أغنية يا فاتني,شغلي اغنيه يا فاتني
947,947,أليسا شرايك بكرة أفطر ولا لا؟,أليس شلون الجو بكره بتمطر ولا لا
948,948,أليسا شغلي صباح الصباح,أليسا شغلي صباح الصباح
949,949,أليس ماسكة بلساني اللي يبون صفوفنا تصبح أقسام شغليها بشوف وش,أليس ماسكه بلساني اللي يبون صفوفنا تصبح اقسام شغلها بشوف وش
950,950,طفي الصوت,طفئي الصوت
951,951,أليس قوميني الساعة ست المغرب أبي أطلع مع البنات. ,أليسا قوميني الساعه ست المغرب ابي اطلع مع البنات
952,952,أليسا شغلي أغنية أنت معلم. ,أليسا شغلي اغنيه انت معلم
953,953,أليسا حطي لي قصة ألف ليلة وليلة. ,أليسا حطي لي قصه الف ليله وليله
954,954,“No Speech/Unclear”,أليسا يلا اطلقي النار
955,955,سمعيني نشيد تبسم عشاني وخل الدموع. ,سمعيني نشيد تبسم عشاني وخل الدموع
956,956,شغلي أغنية رايقة توخر الصداع. ,شغلي كل الحكايه اشتقت لك
957,957,أليسا تكفين أغنية عطوه جوه نبيل الشعيل. ,أليسا تكفين اغنيه عطوه جوه لنبيل شعيل
958,958,شغلي لي أغنية لو علي. ,شغلي لي اغنيه لو علي
959,959,ناقص شد القطع. ,نادي السد القطر
960,960,أليس شغلي أغنية فاضي شوية. ,أليس شغلي اغنيه فاضي شويه
961,961,أليسا سمعيني شي كذا يفرفشني. ,أليسا سمعيني شي إماراتي شعبي
962,962,أليس خاطري أسمع نشيد أروحنا مشتاقة شغليها. ,أليس خاطري اسمع نشيد نشيد ارواحنا مشتاقه شغليها
963,963,أليس شغلي لي الأذكار اللي بعد ما أقوم من النوم. ,أليس شغلي لي الاذكار اللي بعد ما اقوم من النوم
964,964,أليس أطربيني بأغنية شادية ياغيب عني,أليس اطربيني باغنيه شاديه يا غايب عني
965,965,أليسا حطي لي أغاني من ألبوم الفنان عبد العباس,أليسا حطيلي اغاني من البوم الفنان عبدالعباس
966,966,أليسا أبي أغنية تصلح للأم. ,أليسا ابي اغنيه تنعسني
967,967,أليسا وقفي. ,أليسا وقفي
968,968,أليس شغلي أغنية  ورك ورك ورك work work work تحمسني للشغل.,أليس شعلي لي اغنيه ورك ورك ورك تحمسني للشغلي
969,969,أليس أبي جاز عتيق من أيام الخمسينات. ,أليس ابي جاز عتيق من أيام الخمسينات
970,970,أليس أعطيتك العلم. ,أليس عطيتك العلم
971,971,أليس كيف كانت درجة الحرارة اليوم؟,أليس كيف كانت درجه الحراره اليوم
972,972,أليس شغلي  صوت المويه. ,أليسا شغلي صوت المويه
973,973,أليسا أعطيني أغاني شرقية. ,أليسا اعطني اغاني شرقيه
974,974,أليسا شغلي لي أغنية أستراحة محارب. ,أليسا شغلي لي اغنيه استراحه محارب
975,975,أليسا مشتاق لصاحبي شغلي نشيد ياصاحبي وينك. ,أليسا مشتاق لصاحبي شغلي نشيد ياصاحبي وينك
976,976,أليسا سمعيني شي حلو لأسمهان. ,أليسا سمعيني شي حلو لاسمهان
977,977, أليسا شغلي لي أغنية خذها أمانة. ,أليسا شغلي لي اغنيه خذها امانه
978,978, أليسا أفتحيلي أغنية ؟؟؟؟وخليه يعيد مرة وحدة. ,أليسا افتحي لي علي اغنيه تخلي دموعي اربع اربع
979,979,أليسا عيديها مرة ثانية. ,أليسا عيديها مره ثانيه
980,980,أليس. ,أليس
981,981,“No Speech/Unclear”,أليسا حطي اغاني حسين الجسمي
982,982,أطربيني بأغنية أنا والعذاب وهواك. ,اطربيني باغنيه انا والعذاب وهواك
983,983,أليس شغلي ألبوم يا فرحة. ,أليس شغلي البوم يا فرحه
984,984,أبغى أغنية مرة غريبة. ,ابغي أغنيه غريبه مره
985,985,أليس ودي نحفظ سورة القمر خنشغلها بصوت رعد الكردي ,أليس ودي نحفظ سوره القمر خنشغلها بصوت رعد الكردي
986,986,أليس شغلي لي موسيقى هادية وأنا أشتغل ما أحب الإزعاج. ,أليس شغلي لي موسيقي هاديه وانا اشتغل ماحب الازعاج
987,987,أليس عطيني شي شاعري مرة للفنان رامي جمال. ,أليس اعطيني شي شاعري مررره للفنان رامي جمال
988,988,أليس سمعيني قصة حلوة. ,أليس سمعيني قصه حلوه
989,989,أليس شغلي أغنية شخبط شخبيط. ,أليس شغلي اغنيه شخبط شخابيط
990,990,أليس آخر أغنية لمحمد عبده. ,أليس آخر اغنيه لمحمد عبده
991,991,أليسا أطربيني بأغاني الستينات الله يخليك. ,أليس اطربيني باغاني الستينات الله يخليك
992,992,أليسا شغلي قصص أطفال. ,أليسا شغلي قصص أطفال
993,993,أليس حطي لي أغنية فيروز اللي تقول حبيتك حبيتك. ,أليس حطي لي اغنيه فيروز اللي تقول حبيتك حبيتك
994,994,أليس شغلي قائمة أغاني راشد الماجد. ,أليس شغلي قائمه الاغاني حقت مطربي المفضل
995,995,بالله شغلي أنشوده هي الذكرى  ,بالله نشوده شغلي هي الذكري
996,996,؟؟ بالمدرسة. ,زي اللي بالمدرسه
997,997,آل سعود. ,آل سعود
998,998,مانقصت شي أبد. ,ما ناقشت شي ابد
999,999,أليس شغلي أغنية اللي فيها ألِف الدنيا على شان عينك.,أليس شغلي الاغنيه اللي فيها الف الدنيا علشان عينيك
